Basis,Shrinkwrap,adjustments,brow_center_DN,brow_center_UP,brow_inner_DN.L,brow_inner_DN.R,brow_inner_UP.L,brow_inner_UP.R,brow_outer_DN.L,brow_outer_DN.R,brow_outer_UP.L,brow_outer_up.R,eye-blink.LO.L,eye-blink.LO.R,eye-blink.UP.L,eye-blink.UP.R,eye-flare.LO.L,eye-flare.LO.R,eye-flare.UP.L,eye-flare.UP.R,eyes-look.dn,eyes-look.up,jaw,lip-DN.C.DN,lip-DN.C.UP,lip-DN.L.DN,lip-DN.L.UP,lip-DN.R.DN,lip-JAW.DN,lip-UP.C.DN,lip-UP.C.UP,lip-UP.L.DN,lip-UP.L.UP,lip-UP.R.DN,lip-UP.R.UP,lip.DN.R.UP,lips-frown.L,lips-frown.R,lips-narrow.L,lips-narrow.R,lips-smile.L,lips-smile.R,lips-wide.L,lips-wide.R,sneer.L,sneer.R,wince.L,wince.R
0,0,1,0.1451939344,0,0,0,0,0.0099003315,0,0,0,0,0.0909307674,0.090926677,0.1882497817,0.1882425249,0,0,0,0,0.4719998837,0.2430952191,1,0.1275748014,0,0.1006685197,0,0.0299274921,0,0.2028018236,0,0.1640632749,0,0.2143114656,0,0,0.0269617885,0.0013910234,0.0900288522,0,0.0035656616,0.0059612095,0,0.0028198832,0.1592338085,0.1775294542,0.1452639699,0.1834347844
0,0,1,0.1498505473,0,0,0,0,0.0099018216,0,0,0,0,0.093023099,0.0930160284,0.1938058138,0.1937994659,0,0,0,0,0.4719998837,0.2434726357,1,0.1404665411,0,0.0937871635,0,0.0406652689,0,0.2069979757,0,0.1710444689,0,0.2176120728,0,0,0.0279277563,0.0015027821,0.0944316387,0,0.0035660341,0.0059621409,0,0.0006723305,0.1583904028,0.1765877008,0.1451060176,0.1799538732
0,0,1,0.1544952393,0,0,0,0,0.0099003315,0,0,0,0,0.0951579586,0.0951553434,0.1994003952,0.1994000226,0,0,0,0,0.4719998837,0.2438461781,1,0.1531921327,0,0.0867940485,0,0.0515721738,0,0.2110555619,0,0.1778528094,0,0.2207755893,0,0,0.0288963318,0.0016156584,0.0987475738,0.0014481121,0.0035671517,0.0059625134,0,0,0.157520175,0.1756206155,0.1449346542,0.1764550805
0,0,1,0.1591190696,0,0,0,0,0.0099003315,0,0,0,0,0.0973322466,0.0973281637,0.2050324231,0.2050296813,0,0,0,0,0.4719998837,0.2442154288,1,0.1656785607,0,0.0797197223,0,0.0626094639,0,0.2149492353,0,0.184468925,0,0.2237901092,0,0,0.0298667699,0.0017311424,0.1029536724,0.0035283593,0.0035651028,0.0059625134,0,0,0.1566261053,0.1746207476,0.1447454095,0.1729533076
0,0,1,0.1637175679,0,0,0,0,0.0099033117,0,0,0,0,0.0995474532,0.0995448455,0.2106876224,0.2106872499,0,0,0,0,0.4719998837,0.2445803285,1,0.177847594,0,0.0725887716,0,0.0737339258,0,0.2186685652,0,0.1908510923,0,0.2266541123,0,0,0.0308386981,0.0018458813,0.1070281118,0.0055558369,0.0035665929,0.0059615821,0,0,0.1556992531,0.1735925674,0.1445457339,0.1694649458
0,0,1,0.1682788134,0,0,0,0,0.0099003315,0,0,0,0,0.1018078476,0.1018009484,0.2163468152,0.2163449228,0,0,0,0,0.4719998837,0.2449404597,1,0.1896284521,0,0.0654309988,0,0.0849016011,0,0.2222001553,0,0.1969739795,0,0.2293542027,0,0,0.0318102539,0.0019617379,0.1109505072,0.0075186808,0.0035669655,0.0059638172,0,0,0.1547455788,0.172534585,0.1443251967,0.1659959555
0,0,1,0.1728013158,0,0,0,0,0.0099018216,0,0,0,0,0.1041041762,0.1040931121,0.2219899744,0.2219872475,0,0,0,0,0.4719998837,0.2452955246,1,0.2009563148,0,0.058273226,0,0.0960692763,0,0.2255439758,0,0.2028107643,0,0.2318874002,0,0,0.0327821821,0.0020764768,0.1147020012,0.0094058253,0.0035654753,0.0059632584,0,0,0.1537740231,0.1714468002,0.1440897584,0.1625746489
0,0,1,0.1772686839,0,0,0,0,0.0099018216,0,0,0,0,0.10642533,0.1064254642,0.2276020795,0.2275963873,0,0,0,0,0.4719998837,0.2456455827,1,0.2117656022,0,0.0511437654,0,0.1071944833,0,0.2286851406,0,0.2083331198,0,0.2342507243,0,0,0.0337507576,0.0021934509,0.118265532,0.0112070963,0.0035658479,0.0059625134,0,0,0.1527756453,0.1703336835,0.1438468695,0.1592069864
0,0,1,0.181683898,0,0,0,0,0.0099033117,0,0,0,0,0.1087837294,0.1087739244,0.2331565171,0.2331478149,0,0,0,0,0.4719998837,0.2459902763,1,0.2220071852,0,0.0440694392,0,0.1182295382,0,0.2316117287,0,0.2135291547,0,0.2364441752,0,0,0.0347193331,0.0023074448,0.1216259226,0.0129132969,0.0035664067,0.0059615821,0,0,0.1517519355,0.1691892743,0.1435801387,0.1559063792
0,0,1,0.1860395074,0,0,0,0,0.0099018216,0,0,0,0,0.1111707464,0.1111623123,0.2386458814,0.2386431545,0,0,0,0,0.4719998837,0.2463297248,1,0.2316296101,0,0.0370778143,0,0.1291379333,0,0.2343147993,0,0.2183809727,0,0.2384632826,0,0,0.0356860459,0.0024206936,0.124769859,0.0145162512,0.0035649166,0.0059615821,0,0,0.150705874,0.1680240035,0.1433059573,0.1526862383
0,0,1,0.1903235912,0,0,0,0,0.0099003315,0,0,0,0,0.1135784611,0.1135688648,0.2440464348,0.2440362275,0,0,0,0,0.4719998837,0.2466635108,1,0.2405889332,0,0.030194968,0,0.13987571,0,0.2368077636,0,0.2228632569,0,0.2403020859,0,0,0.0366471708,0.0025313348,0.1276859492,0.0160088129,0.0035664067,0.0059625134,0,0,0.1496329904,0.1668304205,0.1430138946,0.1495555043
0,0,1,0.1945406199,0,0,0,0,0.0099003315,0,0,0,0,0.1160048842,0.116005443,0.2493406236,0.2493352443,0,0,0,0,0.4719998837,0.2469918728,1,0.2488456666,0,0.0234469771,0,0.1504033804,0,0.2390742302,0,0.2269744873,0,0.241972506,0,0,0.0376049429,0.002643466,0.1303647012,0.0173848644,0.0035656616,0.0059632584,0,0,0.1485466957,0.1656129956,0.1427099109,0.146523118
0,0,1,0.1986846328,0,0,0,0,0.0099003315,0,0,0,0,0.118451573,0.1184467003,0.2545006573,0.2545000613,0,0,0,0,0.4719998837,0.2473144531,1,0.2563752234,0,0.0168599188,0,0.1606792212,0,0.2411156893,0,0.230704248,0,0.2434715629,0,0,0.0385604799,0.0027492642,0.1327984333,0.0186392814,0.003564544,0.005964376,0,0,0.147433579,0.1643747091,0.1423895359,0.1435995102
0,0,1,0.2027496696,0,0,0,0,0.0099003315,0,0,0,0,0.120905064,0.1209028587,0.2595156431,0.2595150173,0,0,0,0,0.4719998837,0.247631669,1,0.2631485462,0,0.0104553998,0,0.1706719398,0,0.2429336309,0,0.2340406179,0,0.244794786,0,0,0.0395085663,0.00285469,0.1349811852,0.0197678804,0.0035658479,0.0059619546,0,0,0.1463010907,0.1631081104,0.1420557499,0.1407906413
0,0,1,0.2067342252,0,0,0,0,0.0099003315,0,0,0,0,0.1233758032,0.123370856,0.2643659413,0.2643674612,0,0,0,0,0.4719998837,0.2479434013,1,0.2691492438,0,0.0042542815,0,0.1803465188,0,0.2445220947,0,0.236980617,0,0.2459540963,0,0,0.0404525548,0.0029586256,0.1369085908,0.0207674056,0.0035662204,0.0059621409,0,0,0.1451447606,0.1618236303,0.1417070627,0.1381039619
0,0,1,0.2106442899,0,0,0,0,0.0099003315,0,0,0,0,0.1258457452,0.125842005,0.2690463066,0.2690417767,0,0,0,0,0.4719998837,0.2482494712,1,0.27436167,0,0,0.0017203391,0.18966645,0,0.2458885312,0,0.2395197749,0,0.2469420433,0,0,0.041391328,0.0030584633,0.1385778189,0.0216354318,0.0035654753,0.0059628859,0,0,0.1439750195,0.1605167985,0.141350925,0.135537982
0,0,1,0.2144679278,0,0,0,0,0.0098988414,0,0,0,0,0.1283154637,0.1283132583,0.2735231817,0.273520112,0,0,0,0,0.4719998837,0.2485502958,1,0.2787701786,0,0,0.0074513257,0.1986071467,0,0.2470374107,0,0.2416625619,0,0.2477630973,0,0,0.0423241407,0.0031560659,0.139987275,0.0223702863,0.0035662204,0.005963631,0,0,0.1427799463,0.1591920853,0.1409798861,0.1331031322
0,0,1,0.2182110995,0,0,0,0,0.0098988414,0,0,0,0,0.1307837367,0.1307856441,0.277790606,0.2777861953,0,0,0,0,0.4719998837,0.2488457561,1,0.2823770046,0,0,0.0129207969,0.2071387917,0,0.2479657531,0,0.2434000373,0,0.2484336495,0,0,0.0432491302,0.0032506883,0.1411366314,0.0229709949,0.0035665929,0.0059612095,0,0,0.1415714622,0.1578360796,0.1405984163,0.1308038831
0,0,1,0.2218693495,0,0,0,0,0.0098988414,0,0,0,0,0.1332416236,0.1332394928,0.2818391323,0.2818308175,0,0,0,0,0.4719998837,0.2491360307,1,0.2851761878,0,0,0.0181131065,0.2152412981,0,0.2486810088,0,0.2447530627,0,0.248940289,0,0,0.0441685319,0.0033423305,0.142026633,0.0234372206,0.0035665929,0.0059612095,0,0,0.1403421164,0.1564741135,0.1402020454,0.1286372542
0,0,1,0.2254426479,0,0,0,0,0.0099018216,0,0,0,0,0.1356831789,0.1356851906,0.285651952,0.2856519222,0,0,0,0,0.4719998837,0.2494212389,1,0.2871669829,0,0,0.0230140984,0.2228870988,0,0.2491891384,0,0.2457097173,0,0.2493008971,0,0,0.0450793654,0.0034309924,0.1426589042,0.023769157,0.0035654753,0.0059623271,0,0,0.1391023397,0.155082345,0.1398012042,0.126606226
0,0,1,0.2289369702,0,0,0,0,0.0099003315,0,0,0,0,0.138107121,0.1381036192,0.2892241478,0.2892175019,0,0,0,0,0.4719998837,0.2497014999,1,0.2883568406,0,0,0.0276125968,0.2300612628,0,0.2494841814,0,0.2462789416,0,0.2495110035,0,0,0.0459849834,0.0035148114,0.1430358887,0.0239674821,0.0035651028,0.0059634447,0,0,0.1378372312,0.1536756754,0.1393899322,0.1247152686
0,0,1,0.2323433757,0,0,0,0,0.0099003315,0,0,0,0,0.1405084133,0.1405079514,0.2925468385,0.2925449312,0,0,0,0,0.4719998837,0.2499768138,1,0.2887524366,0,0,0.0318981707,0.2367466688,0,0.2495825291,0,0.2464681864,0,0.2495825291,0,0,0.0468827784,0.0035975128,0.1431607455,0.0240332838,0.0035639852,0.0059632584,0,0,0.1365587115,0.1522526145,0.1389652491,0.1229599118
0,0,1,0.2357497811,0,0,0,0,0.0098973513,0,0,0,0,0.1428813189,0.1428819895,0.2956156433,0.2956100702,0,0,0,0,0.4719998837,0.2502508759,1,0.2881668508,0,0,0.0358588994,0.2429269254,0,0.2495840192,0,0.2463549376,0,0.2495825291,0,0,0.0477891415,0.0036802143,0.1429531425,0.0239807628,0.0035651028,0.0059628859,0,0,0.1352652907,0.1508101821,0.1385197043,0.1212716103
0,0,1,0.239226222,0,0,0,0,0.0099018216,0,0,0,0,0.1452254057,0.1452220827,0.2984187901,0.2984191179,0,0,0,0,0.4719998837,0.2505272627,1,0.2864062786,0,0,0.0394910574,0.2485901117,0,0.2495840192,0,0.2460092306,0,0.249581039,0,0,0.0487320125,0.0037625432,0.1423282027,0.0238227565,0.0035665929,0.0059613958,0,0,0.1339569688,0.1493543386,0.1380488276,0.1195922494
0,0,1,0.2427697182,0,0,0,0,0.0099033117,0,0,0,0,0.1475344896,0.1475269794,0.3009628356,0.3009645939,0,0,0,0,0.4719998837,0.250805378,1,0.2834558487,0,0,0.0427827239,0.2537287772,0,0.2495840192,0,0.2454385161,0,0.249581039,0,0,0.0497065485,0.0038463622,0.1412831098,0.0235586502,0.0035660341,0.0059615821,0,0,0.132638216,0.1478776336,0.1375511289,0.1179128885
0,0,1,0.2463728189,0,0,0,0,0.0099003315,0,0,0,0,0.1498019993,0.1497977674,0.303241998,0.3032406867,0,0,0,0,0.4719998837,0.2510845661,1,0.2793110907,0,0,0.0457338989,0.2583354712,0,0.2495825291,0,0.2446353436,0,0.2495780587,0,0,0.0507127494,0.0039324164,0.1398156583,0.0231879354,0.0035664067,0.0059610233,0,0,0.1312971115,0.1463875175,0.1370206475,0.1162350178
0,0,1,0.2500280738,0,0,0,0,0.0099003315,0,0,0,0,0.1520201713,0.1520203203,0.3052634895,0.3052581549,0,0,0,0,0.4719998837,0.2513646483,1,0.2739816904,0,0,0.0483416021,0.262401253,0,0.2495825291,0,0.2435997128,0,0.2495825291,0,0,0.0517517328,0.0040195882,0.1379242539,0.0227102023,0.0035667792,0.0059612095,0,0,0.1299545169,0.1448839903,0.136461854,0.1145586371
0,0,1,0.2537339926,0,0,0,0,0.0099018216,0,0,0,0,0.1541964561,0.154196471,0.3070165217,0.3070140779,0,0,0,0,0.4719998837,0.2516447306,1,0.2674788237,0,0,0.0506013632,0.2659253776,0,0.2495855093,0,0.2423286438,0,0.2495795488,0,0,0.0528223813,0.0041097403,0.1356081516,0.0221251473,0.0035665929,0.0059630722,0,0,0.1285910606,0.1433685422,0.1358821988,0.112888217
0,0,1,0.2574667335,0,0,0,0,0.0099018216,0,0,0,0,0.156314522,0.1563172191,0.3085153997,0.308508724,0,0,0,0,0.4719998837,0.2519240379,1,0.2598337829,0,0,0.0525087118,0.2689041197,0,0.2495825291,0,0.2408236265,0,0.2495825291,0,0,0.0539235771,0.0041998923,0.1328673512,0.0214326028,0.0035647303,0.0059640035,0,0,0.1272171736,0.1418352127,0.1352667809,0.1112222672
0,0,1,0.2612248063,0,0,0,0,0.0098988414,0,0,0,0,0.1583804488,0.1583762169,0.3097496629,0.3097464442,0,0,0,0,0.4719998837,0.252202034,1,0.2510853112,0,0,0.0540688634,0.2713359892,0,0.249581039,0,0.239084661,0,0.2495840192,0,0,0.0550583005,0.0042930245,0.1297027767,0.020632524,0.0035651028,0.0059626997,0,0,0.1258328557,0.1402884722,0.134627521,0.1095592976
0,0,1,0.2649903297,0,0,0,0,0.0099033117,0,0,0,0,0.1603841335,0.1603830308,0.3107428551,0.310736984,0,0,0,0,0.4719998837,0.2524774075,1,0.2412877977,0,0,0.0552780926,0.2732247114,0,0.2495855093,0,0.2371191978,0,0.2495855093,0,0,0.0562224537,0.0043876469,0.1261163205,0.0197250061,0.0035652891,0.0059621409,0,0,0.1244321465,0.1387342811,0.1339569688,0.1078978181
0,0,1,0.2687603235,0,0,0,0,0.0099018216,0,0,0,0,0.1623185873,0.1623161137,0.3114795685,0.311480552,0,0,0,0,0.4719998837,0.2527496219,1,0.230512768,0,0,0.0561386347,0.2745687962,0,0.249581039,0,0.2349168062,0,0.2495855093,0,0,0.0574178994,0.0044837594,0.1221109778,0.0187103078,0.0035669655,0.005960837,0,0,0.1230299473,0.1371636987,0.1332566142,0.1062422991
0,0,1,0.2724960446,0,0,0,0,0.0099018216,0,0,0,0,0.1641873419,0.1641882509,0.3119843006,0.3119791448,0,0,0,0,0.4719998837,0.2530173063,1,0.2188436538,0,0,0.056655705,0.2753727138,0,0.249581039,0,0.2324834466,0,0.2495840192,0,0,0.05864501,0.0045809895,0.1176908463,0.017588852,0.0035649166,0.0059623271,0,0,0.1216113567,0.1355901361,0.1325264573,0.1045927405
0,0,1,0.2761989832,0,0,0,0,0.0098988414,0,0,0,0,0.1659832597,0.1659811288,0.3122499585,0.3122491241,0,0,0,0,0.4719998837,0.253279388,1,0.2063885182,0,0,0.0568270683,0.2756401896,0,0.2495825291,0,0.2298176289,0,0.2495765686,0,0,0.0599011779,0.0046793371,0.1128613055,0.0163612235,0.0035671517,0.0059623271,0,0,0.1201912761,0.1339957118,0.1317769289,0.1029416919
0,0,1,0.279840827,0,0,0,0,0.0098988414,0,0,0,0,0.1677082777,0.1677048206,0.3122901917,0.3122912049,0,0,0,0,0.4719998837,0.2535350919,1,0.1932635903,0,0,0.0568248332,0.2746410668,0,0.2495840192,0,0.2269282937,0,0.249581039,0,0,0.0611841679,0.0047791749,0.1076289788,0.0150282122,0.0035652891,0.0059641898,0,0,0.1187548041,0.1323997974,0.1309901476,0.1012995839
0,0,1,0.283408165,0,0,0,0,0.0099018216,0,0,0,0,0.169356212,0.169350177,0.3120271266,0.3120209575,0,0,0,0,0.4719998837,0.2537830472,1,0.1795977354,0,0,0.056822598,0.2716213465,0,0.2495840192,0,0.223813951,0,0.249581039,0,0,0.0624958426,0.0048801303,0.1020019278,0.0135907922,0.0035660341,0.0059626997,0,0,0.1173123717,0.1307919621,0.1301750541,0.0996604562
0,0,1,0.2868801355,0,0,0,0,0.0099018216,0,0,0,0,0.1709216237,0.1709174961,0.3113627732,0.3113564253,0,0,0,0,0.4719998837,0.2540220618,1,0.1655392349,0,0,0.0568173826,0.2665549517,0,0.2495855093,0,0.2204701155,0,0.2495825291,0,0,0.0638373196,0.0049825758,0.0959896743,0.012050149,0.0035652891,0.0059623271,0,0,0.1158609986,0.129173696,0.129340589,0.098028779
0,0,1,0.2902313769,0,0,0,0,0.0099018216,0,0,0,0,0.1723996252,0.1723999083,0.310295105,0.3102950752,0,0,0,0,0.4719998837,0.2542511821,1,0.1512393355,0,0,0.0568032265,0.2594470978,0,0.2495840192,0,0.2169072479,0,0.2495840192,0,0,0.0652037561,0.0050861388,0.0896032155,0.0104076955,0.0035643578,0.0059617683,0,0,0.1144036651,0.1275494695,0.1284703612,0.096398592
0,0,1,0.2934530079,0,0,0,0,0.0099003315,0,0,0,0,0.1738005877,0.1738032699,0.3088203967,0.3088177741,0,0,0,0,0.4719998837,0.2544694543,1,0.1368612051,0,0,0.0567778945,0.2503566444,0,0.2495840192,0,0.2131327838,0,0.2495825291,0,0,0.0665958971,0.005191192,0.0828551501,0.0086650578,0.0035662204,0.0059625134,0,0,0.112940371,0.1259177923,0.1275748014,0.0947773457
0,0,1,0.2965151966,0,0,0,0,0.0099003315,0,0,0,0,0.1751180887,0.1751197278,0.3069382608,0.3069374859,0,0,0,0,0.4719998837,0.2546759248,1,0.1225613058,0,0,0.0567398965,0.2393916249,0,0.249581039,0,0.2091497034,0,0.2495780587,0,0,0.0680129975,0.0052969903,0.0757596865,0.0068241125,0.0035662204,0.0059606507,0,0,0.1114726067,0.1242727041,0.1266509295,0.0931590796
0,0,1,0.2994224131,0,0,0,0,0.0099018216,0,0,0,0,0.1763501018,0.1763450205,0.3046469688,0.3046388924,0,0,0,0,0.4719998837,0.2548698783,1,0.1085005701,0,0,0.0566832721,0.2267226577,0,0.2495855093,0,0.2049565166,0,0.249581039,0,0,0.0694539398,0.0054042786,0.0683326125,0.0048869746,0.0035665929,0.005960837,0,0,0.1099944115,0.1226320863,0.1256972551,0.091548264
0,0,1,0.3021448553,0,0,0,0,0.0099003315,0,0,0,0,0.1774917394,0.1774920374,0.3019405901,0.3019379377,0,0,0,0,0.4719998837,0.2550505996,1,0.0948362052,0,0,0.0566020608,0.2125866562,0,0.2495840192,0,0.2005666494,0,0.2495825291,0,0,0.0709164888,0.0055119395,0.060591463,0.0028560157,0.0035664067,0.0059628859,0,0,0.1085087657,0.1209810376,0.1247212291,0.089943409
0,0,1,0.3046706021,0,0,0,0,0.0099033117,0,0,0,0,0.1785447001,0.1785471737,0.2988379896,0.2988265753,0,0,0,0,0.4719998837,0.255217731,1,0.0817090273,0,0,0.0564970076,0.197288394,0,0.249581039,0,0.1959741116,0,0.2495825291,0,0,0.072401017,0.0056203455,0.0525553115,0.0007338691,0.0035669655,0.0059626997,0,0,0.1070275903,0.1193240285,0.1237124205,0.0883430243
0,0,1,0.3070011437,0,0,0,0,0.0099003315,0,0,0,0,0.1795120984,0.1795127541,0.295333147,0.2953310907,0,0,0,0,0.4719998837,0.2553708553,1,0.0692531466,0,0,0.056360662,0.1811802387,0,0.2495825291,0,0.1911997795,0,0.2495825291,0,0,0.0739034265,0.0057294965,0.0442449041,0,0.0035649166,0.0059612095,0,0.0014765726,0.105535984,0.117662549,0.1226782799,0.0867530704
0,0,1,0.3091185987,0,0,0,0,0.0098988414,0,0,0,0,0.1803889126,0.1803907901,0.2914585769,0.2914521396,0,0,0,0,0.4719998837,0.255509913,1,0.0575877726,0,0,0.0561878085,0.1646630466,0,0.2495855093,0,0.1862406731,0,0.249581039,0,0,0.0754244626,0.0058401376,0.0356824808,0,0.0035639852,0.0059630722,0,0.0037721482,0.1040428877,0.1160010695,0.1216217875,0.0851690769
0,0,1,0.3110333979,0,0,0,0,0.0099033117,0,0,0,0,0.1811751127,0.1811811477,0.2872155309,0.2872110009,0,0,0,0,0.4719998837,0.2556347251,1,0.0468112528,0,0,0.0559799373,0.14815256,0,0.2495825291,0,0.1811131835,0,0.2495825291,0,0,0.0769630075,0.0059500337,0.0268918462,0,0.0035656616,0.0059617683,0,0.0061494219,0.1025483012,0.1143291593,0.1205325127,0.0835925341
0,0,1,0.3127261698,0,0,0,0,0.0099033117,0,0,0,0,0.1818811446,0.1818771809,0.2826363742,0.2826316357,0,0,0,0,0.4719998837,0.2557454109,1,0.0370144844,0,0,0.0557348132,0.132047385,0,0.2495825291,0,0.175820291,0,0.2495825291,0,0,0.0785153359,0.0060625374,0.0178981666,0,0.0035665929,0.0059623271,0,0.0086046876,0.1010432839,0.1126542687,0.1194193959,0.0820234418
0,0,1,0.3141969144,0,0,0,0,0.0099033117,0,0,0,0,0.1824912131,0.1824918687,0.2777602077,0.2777487338,0,0,0,0,0.4719998837,0.2558421493,1,0.0282652676,0,0,0.0554457307,0.1167297363,0,0.2495869994,0,0.170378387,0,0.2495840192,0,0,0.080081448,0.0061709434,0.0087278252,0,0.0035658479,0.0059600919,0,0.0111339726,0.0995472074,0.1109823585,0.1182809472,0.0804573298
0,0,1,0.3154664934,0,0,0,0,0.0099003315,0,0,0,0,0.183017388,0.1830209494,0.2725994587,0.2725914419,0,0,0,0,0.4719998837,0.2559254766,1,0.0206202269,0,0,0.0551208854,0.1025259495,0,0.2495825291,0,0.1647815108,0,0.2495825291,0,0,0.0816576183,0.0062838197,0,0,0.0035654753,0.0059623271,0.0005915237,0.0137330545,0.0980407,0.1093044877,0.1171156764,0.078907609
0,0,1,0.3165185153,0,0,0,0,0.0098988414,0,0,0,0,0.1834555566,0.1834560633,0.2672049701,0.2671939135,0,0,0,0,0.4719998837,0.2559953928,1,0.0141173601,0,0,0.0547595322,0.0897035003,0,0.2495840192,0,0.1590594649,0,0.249581039,0,0,0.0832438469,0.0063963234,0,0,0.0035654753,0.0059625134,0.0100313509,0.0163974278,0.0965341926,0.1076310873,0.1159235835,0.0773638487
